Loan Amount,Loan Term,Employment Length,Home Ownership,Annual Income,Loan Purpose,Address State,Debt To Income Ratio,No. Delinquencies In Last 2 Years,Earliest Credit Line Opened,FICO Credit Score,No. Inquiries In Last 6 Months,Months Since Last Delinquency,No. Of Credit Lines,No. Adverse Public Records,Total Credit Balance,Use Of Credit Line,Total Number Of Credit Lines,Loan Application Description,No. Of Public Record Bankruptcies,Class
11000,36 Months,3.0,MORTGAGE,70000.0,Credit Card,NC,5.25,None,34904.49097,715.0,1.0,27,5.0,None,11089.0,43.7,15.0,166,None,Creditworthy
6000,36 Months,0.0,OWN,70000.0,Other,AR,16.22,None,30000.0,805.0,2.0,0,10.0,None,3250.0,5.6,34.0,0,None,Creditworthy
9450,36 Months,8.0,RENT,19920.0,Credit Card,PA,17.95,None,38361.128469999996,660.0,0.0,38,12.0,None,5098.0,54.2,17.0,120,None,Creditworthy
16000,60 Months,6.0,MORTGAGE,65000.0,Debt Consolidation,MO,19.9,None,36830.44236,750.0,5.0,0,12.0,None,3306.0,21.3,34.0,0,None,Creditworthy
13000,36 Months,10.0,MORTGAGE,100000.0,Credit Card,NY,16.7,None,33881.14167,740.0,0.0,0,16.0,None,45101.0,49.4,43.0,0,None,Creditworthy
15000,36 Months,3.0,RENT,45000.0,Debt Consolidation,NY,5.84,None,37345.463189999995,670.0,1.0,0,5.0,None,20800.0,88.1,13.0,807,None,Creditworthy
3000,36 Months,10.0,MORTGAGE,39000.0,Debt Consolidation,WY,20.0,None,37618.15486,695.0,1.0,0,3.0,None,677.0,56.4,6.0,279,None,Creditworthy
4800,36 Months,2.0,MORTGAGE,77350.0,Credit Card,NJ,16.93,None,34945.09653,675.0,3.0,0,16.0,None,19146.0,33.9,25.0,57,None,Creditworthy
9000,36 Months,10.0,RENT,60000.0,Credit Card,CA,13.68,None,36144.31667,680.0,0.0,31,4.0,None,4185.0,53.7,25.0,0,None,Creditworthy
10200,36 Months,6.0,MORTGAGE,72000.0,Home Improvement,NJ,17.21,None,36328.338189999995,790.0,1.0,0,13.0,None,6838.0,17.8,52.0,0,None,Creditworthy
24375,60 Months,0.5,MORTGAGE,62000.0,Home Improvement,LA,1.97,None,33786.5,825.0,0.0,0,5.0,None,1065.0,1.4,21.0,0,None,Creditworthy
16000,36 Months,5.0,MORTGAGE,77000.0,Debt Consolidation,TX,12.97,None,35959.30833,710.0,1.0,0,13.0,None,9698.0,51.9,22.0,219,None,Creditworthy
900,36 Months,3.0,RENT,12000.0,Educationalal,FL,16.7,None,37338.11181,685.0,3.0,0,4.0,None,3084.0,65.6,4.0,125,None,Uncreditworthy
12000,36 Months,9.0,MORTGAGE,38400.0,Credit Card,FL,19.69,None,37374.460419999996,720.0,0.0,0,10.0,None,22382.0,58.6,19.0,384,None,Creditworthy
15000,36 Months,4.0,MORTGAGE,42000.0,Debt Consolidation,IL,12.06,None,33917.04444,740.0,1.0,0,12.0,None,24651.0,42.4,48.0,64,None,Creditworthy
15000,36 Months,6.0,RENT,95000.0,Wedding,NY,0.9,None,38201.05069,750.0,3.0,0,6.0,None,1330.0,8.5,12.0,0,None,Creditworthy
4500,36 Months,4.0,RENT,42000.0,Small Business,UT,19.03,None,37513.50069,780.0,0.0,0,8.0,None,2528.0,6.2,21.0,0,None,Creditworthy
9000,36 Months,2.0,RENT,55000.0,Credit Card,CA,13.81,One,36901.507639999996,670.0,0.0,23,10.0,None,19578.0,78.3,22.0,1000,None,Creditworthy
4800,36 Months,3.0,RENT,36400.0,Debt Consolidation,UT,14.67,None,38586.52708,670.0,0.0,0,6.0,None,8038.0,51.5,8.0,228,None,Creditworthy
4000,36 Months,0.5,MORTGAGE,53000.0,Credit Card,CA,13.09,None,35075.49792,700.0,1.0,44,11.0,None,1308.0,6.9,25.0,119,None,Creditworthy
7000,36 Months,0.5,RENT,41000.0,Wedding,NY,20.31,None,37734.440969999996,675.0,2.0,0,7.0,None,28651.0,97.8,15.0,0,None,Uncreditworthy
12400,36 Months,0.5,RENT,44196.0,Debt Consolidation,TX,7.96,None,36196.17083,720.0,0.0,0,9.0,None,12656.0,71.9,34.0,194,None,Creditworthy
3600,36 Months,1.0,RENT,24996.0,Debt Consolidation,MA,7.11,None,38276.36458,685.0,0.0,0,2.0,None,5211.0,93.1,3.0,0,None,Creditworthy
6600,60 Months,0.5,RENT,36000.0,Credit Card,CA,12.63,None,36897.054169999996,700.0,0.0,45,15.0,None,12732.0,62.4,27.0,973,None,Uncreditworthy
10000,36 Months,10.0,MORTGAGE,120000.0,Debt Consolidation,IL,7.92,None,33707.43819,715.0,1.0,37,5.0,None,50000.0,87.2,27.0,490,None,Creditworthy
19200,36 Months,10.0,RENT,77000.0,Credit Card,NM,19.23,None,34757.075,725.0,1.0,0,10.0,None,12179.0,51.8,28.0,1000,None,Uncreditworthy
7200,36 Months,10.0,MORTGAGE,40000.0,Credit Card,TX,18.75,None,34972.29722,710.0,0.0,0,11.0,One,12938.0,49.0,11.0,74,One,Creditworthy
1800,36 Months,10.0,RENT,156326.0,Major Purchase,VA,0.18,None,30000.0,795.0,2.0,0,4.0,None,2044.0,7.5,9.0,76,None,Creditworthy
18000,60 Months,2.0,MORTGAGE,56004.0,Debt Consolidation,IL,14.93,None,33817.36458,725.0,2.0,0,11.0,None,29524.0,70.7,35.0,0,None,Uncreditworthy
10000,36 Months,6.0,RENT,60000.0,Debt Consolidation,MA,15.14,None,35046.152780000004,695.0,1.0,0,10.0,One,10852.0,64.2,13.0,42,One,Uncreditworthy
1800,36 Months,7.0,RENT,117000.0,Other,CA,15.86,None,36565.38542,675.0,0.0,26,5.0,None,11180.0,60.8,34.0,99,None,Creditworthy
12000,36 Months,8.0,MORTGAGE,85000.0,Home Improvement,TX,8.26,None,35243.45069,665.0,0.0,53,5.0,One,9182.0,90.9,15.0,0,One,Creditworthy
4200,36 Months,3.0,MORTGAGE,30000.0,Debt Consolidation,WI,5.84,None,37180.35903,770.0,2.0,0,9.0,None,2107.0,14.0,28.0,652,None,Creditworthy
16000,36 Months,7.0,RENT,40000.0,Debt Consolidation,CA,25.59,None,38624.06111,700.0,0.0,0,11.0,None,21168.0,72.2,20.0,138,None,Creditworthy
35000,60 Months,10.0,MORTGAGE,144000.0,Other,CA,22.4,One,35319.41806,665.0,1.0,14,19.0,None,20650.0,63.7,40.0,125,None,Uncreditworthy
30000,60 Months,1.0,OWN,79040.0,Major Purchase,FL,14.04,None,35654.40625,685.0,2.0,35,22.0,None,11191.0,49.7,53.0,0,None,Uncreditworthy
3200,36 Months,10.0,RENT,75000.0,Credit Card,WA,9.7,Three,30000.0,680.0,0.0,19,6.0,None,2105.0,45.3,33.0,57,None,Creditworthy
17500,36 Months,3.0,RENT,35000.0,Debt Consolidation,VA,31.05,None,39294.070830000004,665.0,1.0,0,8.0,None,15930.0,77.0,24.0,63,None,Uncreditworthy
25000,36 Months,10.0,MORTGAGE,200000.0,Other,CA,15.62,None,34849.45625,705.0,3.0,0,12.0,None,36293.0,62.3,47.0,248,None,Uncreditworthy
10000,36 Months,1.0,RENT,37152.0,Credit Card,AZ,11.05,None,38883.17778,685.0,2.0,0,10.0,None,10232.0,43.9,12.0,286,None,Creditworthy
10000,36 Months,1.0,RENT,43738.0,Debt Consolidation,NY,3.37,None,37879.32847,660.0,1.0,35,6.0,None,4157.0,69.3,19.0,90,None,Creditworthy
5000,36 Months,4.0,RENT,50000.0,Small Business,FL,6.0,None,35059.26042,670.0,1.0,0,10.0,One,9814.0,59.5,15.0,72,None,Uncreditworthy
9600,36 Months,10.0,RENT,55000.0,Small Business,NJ,2.9,None,32932.15764,740.0,3.0,0,4.0,None,7832.0,75.3,5.0,922,None,Creditworthy
13000,36 Months,10.0,MORTGAGE,130000.0,Home Improvement,CT,4.47,None,34342.31111,725.0,0.0,0,12.0,None,131.0,1.4,28.0,0,None,Creditworthy
7000,36 Months,4.0,RENT,55000.0,Debt Consolidation,CA,7.61,None,36989.46736,710.0,1.0,0,6.0,None,8869.0,61.3,21.0,0,None,Creditworthy
5000,36 Months,4.0,RENT,42000.0,Debt Consolidation,NY,22.4,None,36741.132639999996,750.0,0.0,0,8.0,None,10706.0,33.2,15.0,107,None,Creditworthy
15000,60 Months,7.0,RENT,150000.0,Debt Consolidation,HI,8.06,None,34173.431939999995,670.0,0.0,0,14.0,None,8296.0,71.1,18.0,78,None,Creditworthy
17000,36 Months,6.0,RENT,55000.0,Debt Consolidation,GA,12.7,None,37855.09097,735.0,1.0,0,5.0,None,3644.0,52.1,13.0,1000,None,Creditworthy
1000,36 Months,10.0,MORTGAGE,42588.0,Home Improvement,WA,17.75,None,30000.0,675.0,1.0,69,5.0,None,12161.0,95.8,16.0,232,None,Creditworthy
13000,36 Months,3.0,MORTGAGE,56004.0,Credit Card,NM,17.96,None,34363.36528,775.0,2.0,0,12.0,None,13368.0,34.7,28.0,358,None,Creditworthy
30000,36 Months,9.0,MORTGAGE,155000.0,Home Improvement,FL,9.86,None,36202.17778,780.0,3.0,0,11.0,None,50000.0,4.8,39.0,0,None,Creditworthy
9800,36 Months,0.0,MORTGAGE,27600.0,Credit Card,OH,23.17,None,30000.0,740.0,0.0,0,13.0,One,3799.0,13.1,18.0,205,One,Creditworthy
15000,36 Months,10.0,MORTGAGE,70000.0,Small Business,MI,17.73,None,33811.21875,765.0,6.0,0,19.0,None,40531.0,34.0,57.0,0,None,Uncreditworthy
9600,60 Months,3.0,RENT,36000.0,Home Improvement,OH,1.1,One,36030.05,745.0,0.0,22,9.0,None,776.0,3.1,18.0,808,None,Creditworthy
10000,36 Months,7.0,RENT,67000.0,Debt Consolidation,HI,6.86,None,34639.102080000004,680.0,1.0,73,6.0,None,9583.0,77.3,12.0,54,None,Creditworthy
8000,36 Months,3.0,MORTGAGE,70000.0,Home Improvement,CA,2.71,None,35065.340280000004,760.0,5.0,0,6.0,None,10034.0,29.8,16.0,0,None,Creditworthy
12000,36 Months,10.0,OWN,51000.0,Credit Card,FL,7.81,None,32758.25903,755.0,1.0,0,21.0,None,9913.0,13.1,40.0,0,None,Creditworthy
7000,36 Months,2.0,OWN,24000.0,Other,CA,1.2,None,34995.15556,690.0,0.0,28,13.0,None,1817.0,14.9,29.0,101,None,Uncreditworthy
6000,36 Months,3.0,RENT,63402.0,Major Purchase,NY,10.96,None,35747.34514,680.0,2.0,0,12.0,None,20531.0,85.9,35.0,698,None,Creditworthy
10000,36 Months,4.0,MORTGAGE,42000.0,Other,CA,13.34,None,36847.38611,800.0,0.0,0,9.0,None,601.0,2.8,16.0,0,None,Creditworthy
25000,36 Months,10.0,MORTGAGE,110196.0,Debt Consolidation,CA,19.47,None,30250.44583,730.0,0.0,0,7.0,None,43742.0,79.5,38.0,0,None,Creditworthy
10000,36 Months,3.0,RENT,48000.0,Debt Consolidation,CA,16.18,None,38333.37986,700.0,0.0,0,5.0,None,5029.0,58.5,18.0,0,None,Creditworthy
24250,60 Months,6.0,MORTGAGE,66840.0,Debt Consolidation,WA,16.82,None,36188.46875,685.0,1.0,0,10.0,None,21778.0,73.4,37.0,587,None,Uncreditworthy
4000,36 Months,2.0,RENT,13000.0,Other,MI,3.42,None,38439.33403,665.0,1.0,0,3.0,None,894.0,59.6,4.0,191,None,Creditworthy
16000,36 Months,1.0,MORTGAGE,100000.0,Debt Consolidation,FL,21.9,None,30901.13125,730.0,1.0,0,23.0,None,14785.0,13.8,46.0,45,None,Creditworthy
9600,36 Months,7.0,RENT,41000.0,Debt Consolidation,NJ,6.85,None,35461.236110000005,760.0,2.0,0,13.0,None,12865.0,18.8,21.0,1000,None,Creditworthy
19200,60 Months,10.0,MORTGAGE,150000.0,Debt Consolidation,GA,6.18,None,36638.39514,670.0,2.0,40,10.0,None,17541.0,89.0,19.0,177,None,Uncreditworthy
6000,36 Months,3.0,RENT,45000.0,Credit Card,LA,5.57,None,37045.50139,755.0,1.0,0,8.0,None,3634.0,15.1,18.0,169,None,Creditworthy
20000,36 Months,0.5,RENT,75000.0,Debt Consolidation,IL,10.35,None,36415.45903,700.0,2.0,0,14.0,None,16342.0,61.4,42.0,220,None,Creditworthy
12000,36 Months,0.5,OWN,118000.0,Debt Consolidation,NY,3.34,None,32396.45833,695.0,0.0,32,7.0,None,19280.0,20.5,13.0,611,None,Creditworthy
8000,36 Months,10.0,MORTGAGE,41050.0,Educationalal,UT,17.6,None,32532.47361,795.0,0.0,0,14.0,None,7017.0,8.4,28.0,77,None,Uncreditworthy
3400,36 Months,0.5,RENT,44000.0,Debt Consolidation,IL,16.09,None,38898.20069,675.0,2.0,0,9.0,None,2911.0,64.7,16.0,0,None,Creditworthy
13000,60 Months,4.0,RENT,109896.0,Wedding,CA,12.28,None,36794.13472,705.0,0.0,35,11.0,None,13.0,0.2,19.0,544,None,Uncreditworthy
12000,36 Months,3.0,MORTGAGE,72800.0,Medical,GA,9.26,None,36968.18333,750.0,0.0,52,10.0,None,4087.0,23.4,28.0,1000,None,Uncreditworthy
15000,36 Months,6.0,MORTGAGE,102000.0,Debt Consolidation,PA,13.2,None,35023.50694,750.0,7.0,0,17.0,None,13942.0,46.3,54.0,0,None,Uncreditworthy
20000,36 Months,2.0,RENT,60000.0,Debt Consolidation,FL,10.6,None,38894.23958,730.0,1.0,0,3.0,None,7824.0,87.9,18.0,324,None,Creditworthy
17475,36 Months,10.0,MORTGAGE,65000.0,Debt Consolidation,LA,3.19,None,38990.35833,720.0,0.0,0,5.0,None,4835.0,53.7,14.0,151,None,Creditworthy
12000,36 Months,10.0,RENT,200000.0,Moving,OH,2.34,None,34548.10903,665.0,1.0,0,15.0,None,36642.0,44.1,38.0,0,None,Uncreditworthy
19000,36 Months,10.0,RENT,56136.0,Debt Consolidation,CA,22.25,None,33956.32431,690.0,1.0,60,6.0,None,13303.0,95.0,17.0,43,None,Creditworthy
18000,36 Months,10.0,MORTGAGE,95000.0,Credit Card,MI,19.71,None,34613.37083,695.0,0.0,39,12.0,None,13838.0,37.9,29.0,631,None,Creditworthy
15000,36 Months,5.0,MORTGAGE,95000.0,Home Improvement,GA,24.87,One,30402.09792,745.0,0.0,17,14.0,None,50000.0,14.8,25.0,171,None,Creditworthy
6000,36 Months,0.5,RENT,48000.0,Credit Card,CT,12.65,None,37777.431939999995,755.0,1.0,0,7.0,None,119.0,0.5,11.0,0,None,Creditworthy
12000,60 Months,7.0,RENT,64000.0,Other,FL,11.33,None,36443.29375,670.0,3.0,0,6.0,None,6782.0,64.6,20.0,97,None,Creditworthy
7000,36 Months,5.0,MORTGAGE,70000.0,Home Improvement,SC,17.71,None,36142.054860000004,660.0,2.0,55,4.0,One,5346.0,72.2,16.0,0,One,Creditworthy
11000,36 Months,10.0,RENT,39500.0,Credit Card,WV,8.87,None,35921.31458,755.0,0.0,0,6.0,None,11157.0,45.0,11.0,254,None,Creditworthy
1500,36 Months,2.0,RENT,57160.0,Debt Consolidation,CA,21.86,None,35596.48333,680.0,1.0,49,8.0,None,15853.0,77.3,16.0,0,None,Creditworthy
10500,36 Months,3.0,RENT,38000.0,Debt Consolidation,NY,16.64,None,37921.33889,680.0,2.0,27,19.0,None,11762.0,68.7,36.0,317,None,Creditworthy
5000,36 Months,0.5,RENT,48000.0,Major Purchase,MA,3.13,None,35766.16667,695.0,1.0,30,2.0,None,198.0,39.6,11.0,1000,None,Uncreditworthy
4000,36 Months,5.0,MORTGAGE,80000.0,Debt Consolidation,WA,12.2,None,37380.31944,670.0,0.0,66,7.0,None,7153.0,96.7,14.0,0,None,Creditworthy
4500,36 Months,10.0,RENT,40000.0,Major Purchase,NM,1.95,None,35408.33681,720.0,2.0,0,4.0,None,337.0,3.0,6.0,54,None,Creditworthy
14725,36 Months,1.0,OWN,200000.0,Major Purchase,VA,2.14,One,36066.1625,660.0,2.0,16,11.0,None,50000.0,27.8,30.0,601,None,Creditworthy
11500,60 Months,10.0,RENT,24756.0,Debt Consolidation,CA,8.0,None,38990.445830000004,665.0,0.0,0,3.0,One,4300.0,95.6,6.0,0,One,Uncreditworthy
9600,36 Months,10.0,MORTGAGE,67350.0,Debt Consolidation,NJ,5.56,One,35242.37083,665.0,1.0,2,10.0,None,11028.0,23.5,15.0,1,None,Creditworthy
8000,36 Months,3.0,RENT,15500.0,Other,NJ,3.1,None,34489.36389,770.0,0.0,29,4.0,None,226.0,4.0,12.0,507,None,Creditworthy
10400,60 Months,5.0,MORTGAGE,85000.0,Home Improvement,FL,3.16,None,35750.48681,780.0,0.0,0,16.0,None,2984.0,5.0,46.0,1000,None,Creditworthy
28000,36 Months,3.0,MORTGAGE,90000.0,Debt Consolidation,TX,15.76,None,31986.311110000002,780.0,0.0,0,8.0,None,22480.0,19.7,20.0,141,None,Creditworthy
6400,36 Months,10.0,RENT,21120.0,Debt Consolidation,OH,20.34,None,33173.04167,720.0,1.0,38,15.0,None,2639.0,12.2,32.0,245,None,Creditworthy
10000,36 Months,10.0,MORTGAGE,39000.0,Home Improvement,NY,18.81,None,32052.295830000003,695.0,0.0,0,10.0,None,19354.0,51.3,25.0,120,None,Creditworthy
6000,36 Months,1.0,RENT,45000.0,Debt Consolidation,VA,6.05,None,37523.45556,790.0,2.0,0,6.0,None,299.0,1.9,15.0,0,None,Creditworthy
12000,36 Months,0.5,RENT,75000.0,Debt Consolidation,CA,16.48,None,37009.20625,710.0,1.0,0,6.0,None,13336.0,81.8,24.0,242,None,Creditworthy
6200,36 Months,2.0,RENT,25000.0,Debt Consolidation,CA,20.64,None,35941.39653,710.0,2.0,0,7.0,None,6533.0,47.7,12.0,227,None,Uncreditworthy
1500,36 Months,10.0,MORTGAGE,52000.0,Home Improvement,NY,12.39,None,35935.28194,720.0,0.0,0,12.0,None,26571.0,33.7,39.0,37,None,Creditworthy
14000,36 Months,5.0,MORTGAGE,200000.0,Credit Card,CO,2.09,None,36075.31875,690.0,2.0,71,6.0,None,19868.0,95.5,27.0,168,None,Creditworthy
3500,36 Months,10.0,OWN,18000.0,Medical,VA,7.8,Two,34910.15833,665.0,2.0,13,10.0,One,3683.0,31.2,19.0,340,One,Uncreditworthy
9600,36 Months,6.0,RENT,113000.0,Other,CA,0.0,None,31501.19583,735.0,0.0,0,3.0,None,17533.0,95.8,15.0,400,None,Creditworthy
12000,36 Months,0.5,RENT,40320.0,Debt Consolidation,CA,6.76,None,30000.0,685.0,1.0,62,5.0,None,6190.0,80.4,14.0,269,None,Creditworthy
16000,36 Months,4.0,RENT,66500.0,Debt Consolidation,TX,19.71,None,30000.0,735.0,3.0,0,11.0,None,28735.0,82.6,27.0,865,None,Creditworthy
4500,36 Months,0.5,RENT,40000.0,Major Purchase,SC,16.02,None,36372.16597,745.0,1.0,0,6.0,None,1580.0,29.3,12.0,344,None,Creditworthy
6000,36 Months,3.0,RENT,72000.0,Moving,CT,18.2,None,33109.414580000004,685.0,1.0,63,7.0,One,17734.0,99.1,16.0,1000,One,Creditworthy
3200,36 Months,1.0,RENT,42000.0,Debt Consolidation,CA,20.91,None,36865.18125,695.0,3.0,0,7.0,None,973.0,48.6,14.0,866,None,Creditworthy
28000,60 Months,10.0,OWN,150000.0,Home Improvement,SC,19.41,None,34874.213189999995,730.0,2.0,0,17.0,None,21230.0,30.1,37.0,48,None,Creditworthy
5000,36 Months,2.0,RENT,47000.0,Other,MA,12.77,None,36811.445830000004,745.0,0.0,0,6.0,None,7326.0,18.2,10.0,392,None,Creditworthy
25000,36 Months,5.0,MORTGAGE,68902.67,Debt Consolidation,CO,22.62,None,31695.081939999996,690.0,0.0,0,12.0,None,31174.0,82.9,22.0,1000,None,Creditworthy
19200,60 Months,10.0,MORTGAGE,82500.0,Credit Card,TX,23.46,None,35558.24861,765.0,1.0,0,9.0,None,832.0,2.9,30.0,0,None,Creditworthy
15000,36 Months,7.0,MORTGAGE,69000.0,Credit Card,MI,21.86,One,34032.20694,725.0,0.0,21,15.0,None,22359.0,25.0,39.0,13,None,Creditworthy
5000,36 Months,1.0,RENT,60000.0,Small Business,CA,8.38,None,31868.19306,720.0,3.0,48,7.0,None,5461.0,21.6,13.0,690,None,Uncreditworthy
9000,36 Months,2.0,MORTGAGE,125555.0,Home Improvement,VA,13.32,None,32525.375689999997,700.0,0.0,0,9.0,None,21102.0,81.2,58.0,142,None,Creditworthy
13500,60 Months,10.0,RENT,26500.0,Debt Consolidation,LA,7.79,None,35210.224310000005,685.0,1.0,45,8.0,None,5549.0,76.0,24.0,481,None,Uncreditworthy
24000,60 Months,10.0,MORTGAGE,65700.0,Credit Card,CA,13.33,None,33802.07917,720.0,0.0,0,10.0,None,30607.0,46.4,17.0,73,None,Creditworthy
15850,36 Months,7.0,MORTGAGE,60000.0,Credit Card,GA,28.14,One,35060.224310000005,720.0,1.0,9,9.0,None,24375.0,51.4,27.0,0,None,Creditworthy
25000,36 Months,4.0,MORTGAGE,80000.0,Educationalal,FL,12.36,None,35106.45208,735.0,1.0,0,11.0,None,47256.0,31.6,29.0,21,None,Uncreditworthy
12000,36 Months,0.5,RENT,60000.0,Credit Card,AL,22.46,None,37911.36319,710.0,0.0,0,7.0,None,11303.0,89.0,18.0,548,None,Creditworthy
8000,60 Months,5.0,RENT,54000.0,Debt Consolidation,NY,20.16,None,38453.09097,665.0,1.0,27,10.0,None,2786.0,27.3,22.0,655,None,Uncreditworthy
25000,36 Months,10.0,MORTGAGE,130000.0,Major Purchase,AL,4.75,None,35716.10903,760.0,1.0,0,5.0,None,17889.0,65.4,28.0,1000,None,Creditworthy
6000,36 Months,9.0,RENT,45000.0,Credit Card,VA,10.69,None,36984.21389,740.0,1.0,0,5.0,None,1774.0,13.3,11.0,311,None,Creditworthy
14000,36 Months,1.0,RENT,54000.0,Debt Consolidation,NJ,15.0,None,36301.36597,680.0,0.0,57,7.0,None,18270.0,52.7,31.0,0,None,Uncreditworthy
10000,36 Months,10.0,MORTGAGE,170000.0,Home Improvement,MI,14.94,None,34580.48472,675.0,0.0,82,18.0,One,19889.0,60.5,45.0,0,One,Creditworthy
18000,60 Months,4.0,MORTGAGE,62000.0,Small Business,MA,9.21,None,36343.10903,695.0,2.0,44,8.0,None,21069.0,52.4,21.0,759,None,Creditworthy
12000,36 Months,10.0,MORTGAGE,200000.0,Home Improvement,IL,5.79,None,30000.0,785.0,8.0,0,13.0,None,6649.0,18.5,52.0,374,None,Creditworthy
8000,36 Months,4.0,RENT,77564.0,Credit Card,FL,12.92,None,34734.27014,725.0,0.0,0,4.0,None,7775.0,97.2,23.0,225,None,Creditworthy
14400,36 Months,2.0,RENT,80000.0,Debt Consolidation,MA,8.06,None,36837.12569,775.0,0.0,0,8.0,None,4627.0,11.5,26.0,0,None,Creditworthy
10000,36 Months,4.0,RENT,60000.0,Debt Consolidation,CA,16.24,None,38841.4125,665.0,3.0,0,10.0,None,16130.0,60.9,20.0,170,None,Uncreditworthy
12000,36 Months,0.5,MORTGAGE,35400.0,Debt Consolidation,CA,5.69,None,35116.44861,720.0,1.0,0,8.0,None,14406.0,67.6,30.0,52,None,Uncreditworthy
10000,36 Months,0.5,MORTGAGE,54000.0,Other,IL,18.73,None,35930.28611,705.0,2.0,0,13.0,None,16631.0,56.5,32.0,166,None,Creditworthy
6000,36 Months,0.5,RENT,19200.0,Debt Consolidation,IL,12.31,None,36805.494439999995,705.0,1.0,0,9.0,None,5815.0,49.7,15.0,284,None,Uncreditworthy
6000,36 Months,2.0,RENT,30000.0,Moving,NJ,13.68,Three,37266.21597,700.0,0.0,9,8.0,None,0.0,0.0,26.0,0,None,Uncreditworthy
5000,36 Months,9.0,MORTGAGE,60000.0,Educationalal,MI,22.24,None,35383.34236,725.0,1.0,30,17.0,None,1221.0,14.9,37.0,1000,None,Creditworthy
16000,36 Months,10.0,RENT,70000.0,Debt Consolidation,PA,20.54,None,37694.27639,685.0,1.0,0,10.0,None,16124.0,70.1,20.0,58,None,Creditworthy
1700,36 Months,3.0,RENT,18000.0,Credit Card,WA,8.27,None,37206.47917,725.0,0.0,0,3.0,None,2863.0,71.6,7.0,828,None,Creditworthy
10000,36 Months,10.0,RENT,37167.12,Debt Consolidation,NY,19.02,None,37718.27083,665.0,0.0,68,17.0,None,14631.0,65.8,31.0,294,None,Creditworthy
4200,36 Months,7.0,MORTGAGE,68500.0,Debt Consolidation,NY,8.51,None,35014.22153,670.0,0.0,0,11.0,None,20487.0,94.0,32.0,432,None,Creditworthy
15000,36 Months,3.0,MORTGAGE,100000.0,Other,CA,13.33,None,37312.320139999996,735.0,2.0,0,12.0,None,2938.0,26.7,18.0,116,None,Creditworthy
35000,60 Months,10.0,MORTGAGE,100000.0,Debt Consolidation,MD,18.41,None,36086.42292,665.0,2.0,0,15.0,None,28310.0,47.6,33.0,155,None,Uncreditworthy
10000,36 Months,9.0,OWN,40000.0,Debt Consolidation,NY,11.34,None,36787.50486,660.0,0.0,50,5.0,None,6764.0,62.6,13.0,0,None,Creditworthy
5000,36 Months,10.0,MORTGAGE,200000.0,Home Improvement,CA,0.01,None,36915.070139999996,710.0,1.0,80,2.0,None,1434.0,37.7,10.0,0,None,Creditworthy
14000,36 Months,0.5,RENT,50004.0,Debt Consolidation,NY,14.66,One,35830.2375,720.0,0.0,16,17.0,None,11212.0,35.8,35.0,37,None,Creditworthy
8000,36 Months,10.0,RENT,43200.0,Debt Consolidation,NC,23.67,None,36496.09653,710.0,1.0,0,4.0,None,16319.0,75.2,7.0,0,None,Creditworthy
12000,36 Months,10.0,MORTGAGE,75000.0,Debt Consolidation,CA,7.93,None,35008.24375,690.0,1.0,0,9.0,None,16643.0,55.8,29.0,53,None,Creditworthy
24000,60 Months,2.0,RENT,155000.0,Debt Consolidation,IL,12.29,None,37857.398610000004,715.0,2.0,30,18.0,None,5335.0,24.9,20.0,1000,None,Creditworthy
7000,36 Months,2.0,MORTGAGE,100000.0,Credit Card,TX,7.88,None,30470.21042,675.0,0.0,31,6.0,None,6410.0,41.4,14.0,161,None,Creditworthy
12000,36 Months,2.0,MORTGAGE,141000.0,Credit Card,MA,5.59,None,35054.18472,700.0,2.0,38,19.0,None,4381.0,16.5,42.0,478,None,Creditworthy
12000,36 Months,10.0,RENT,70802.0,Debt Consolidation,CA,2.71,None,33917.50417,665.0,2.0,39,5.0,None,3505.0,33.4,31.0,234,None,Creditworthy
10000,36 Months,1.0,RENT,51000.0,Debt Consolidation,PA,13.84,None,37139.15903,755.0,0.0,0,7.0,None,12375.0,76.6,15.0,194,None,Creditworthy
25000,36 Months,1.0,MORTGAGE,85000.0,Educationalal,CA,16.24,None,34043.34375,760.0,1.0,0,19.0,None,50000.0,22.1,36.0,425,None,Creditworthy
15000,36 Months,9.0,MORTGAGE,141000.0,Home Improvement,NJ,3.03,One,33856.52639,730.0,0.0,5,9.0,None,2732.0,4.9,29.0,196,None,Creditworthy
12000,36 Months,1.0,RENT,24000.0,Debt Consolidation,FL,14.5,None,37471.48333,670.0,0.0,0,7.0,None,9273.0,43.9,10.0,59,None,Creditworthy
5425,36 Months,5.0,RENT,28800.0,Debt Consolidation,CA,22.08,None,37372.21667,745.0,1.0,0,16.0,None,3083.0,13.1,49.0,39,None,Creditworthy
1500,36 Months,1.0,RENT,35000.0,Credit Card,WV,11.07,None,39083.31667,720.0,1.0,0,9.0,None,2169.0,19.4,9.0,752,None,Creditworthy
31000,60 Months,10.0,MORTGAGE,96000.0,Credit Card,CA,14.14,None,36284.338189999995,730.0,0.0,0,10.0,None,24593.0,64.5,14.0,438,None,Creditworthy
4800,36 Months,2.0,RENT,48000.0,Debt Consolidation,NJ,21.88,None,37925.25486,670.0,1.0,0,8.0,None,10637.0,73.4,8.0,196,None,Uncreditworthy
18400,36 Months,5.0,MORTGAGE,74000.0,Debt Consolidation,VA,21.7,None,34729.351389999996,760.0,3.0,55,25.0,None,14283.0,15.1,50.0,317,None,Creditworthy
